[2025-06-21 11:46:54,100] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-06-21 12:13:19,298] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:13:25,570] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:13:25,688] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 1702
[2025-06-21 12:13:38,500] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:13:38,655] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 1702
[2025-06-21 12:13:39,343] INFO django.server "GET /canteen-dashboard/?refresh=1750488141432 HTTP/1.1" 200 14566
[2025-06-21 12:13:39,483] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:13:39,560] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:13:51,948] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:13:58,586] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:13:58,732] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 1702
[2025-06-21 12:14:11,114] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:14:11,260] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 1702
[2025-06-21 12:14:13,649] INFO django.server "GET /canteen-dashboard/?refresh=1750488173611 HTTP/1.1" 200 14566
[2025-06-21 12:14:21,373] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 84730
[2025-06-21 12:15:52,572] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
[2025-06-21 12:15:52,572] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
[2025-06-21 12:32:20,648] INFO custom_logger User 'bhagavan.b' tried to access login page but is already authenticated.
[2025-06-21 12:32:20,649] INFO django.server "GET / HTTP/1.1" 302 0
[2025-06-21 12:32:20,735] INFO custom_logger User 'bhagavan.b' accessed index page.
[2025-06-21 12:32:20,749] INFO django.server "GET /indexpage/ HTTP/1.1" 200 10240
[2025-06-21 12:32:20,793] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
